review_id,employee_id,review_year,performance_rating,bonus_band,goal_status
705590,12795,2025,3.8,Medium,Partially Met
705591,12796,2024,4.8,High,Partially Met
705592,12796,2025,4.5,Medium,Met
705593,12797,2024,3.8,Medium,Met
705594,12797,2025,3.5,Low,Met
705595,12798,2024,3.1,Low,Exceeded
705596,12798,2025,3.0,High,Met
705597,12799,2024,3.2,High,Met
705598,12799,2025,3.4,Medium,Exceeded
705599,12800,2024,3.9,Low,Exceeded
705600,12800,2025,2.5,Medium,Exceeded
705601,12801,2024,2.7,High,Met
705602,12801,2025,3.7,Low,Exceeded
705603,12802,2024,4.2,Medium,Exceeded
705604,12802,2025,3.2,Medium,Met
705605,12803,2024,1.8,Medium,Met
705606,12803,2025,3.4,High,Met
705607,12804,2024,2.9,Medium,Exceeded
705608,12804,2025,2.1,Medium,Met
705609,12805,2024,2.6,Medium,Exceeded
705610,12805,2025,4.2,Low,Met
705611,12806,2024,3.9,Medium,Met
705612,12806,2025,2.0,High,Met
705613,12807,2024,3.5,Medium,Met
705614,12807,2025,3.5,Medium,Exceeded
705615,12808,2024,2.8,Medium,Exceeded
705616,12808,2025,3.8,Medium,Partially Met
705617,12809,2024,2.7,Medium,Met
705618,12809,2025,3.6,Low,Met
705619,12810,2024,4.8,High,Exceeded
705620,12810,2025,4.1,Medium,Exceeded
705621,12811,2024,3.5,Low,Exceeded
705622,12811,2025,3.5,High,Partially Met
705623,12812,2024,3.7,High,Exceeded
705624,12812,2025,3.4,High,Met
705625,12813,2024,3.7,Medium,Partially Met
705626,12813,2025,3.0,High,Partially Met
705627,12814,2024,3.5,Medium,Met
705628,12814,2025,3.1,Medium,Met
705629,12815,2024,2.2,High,Met
705630,12815,2025,2.8,Medium,Partially Met
705631,12816,2024,3.8,High,Exceeded
705632,12816,2025,2.5,Medium,Exceeded
705633,12817,2024,3.4,Medium,Met
705634,12817,2025,3.5,Medium,Met
705635,12818,2024,2.8,Medium,Met
705636,12818,2025,3.0,Medium,Partially Met
705637,12819,2024,2.9,Medium,Partially Met
705638,12819,2025,5.0,Medium,Met
705639,12820,2024,3.7,High,Met
705640,12820,2025,3.5,High,Met
705641,12821,2024,4.1,Low,Met
705642,12821,2025,4.0,Medium,Exceeded
705643,12822,2024,3.2,Medium,Met
705644,12822,2025,4.1,Medium,Met
705645,12823,2024,2.7,High,Met
705646,12823,2025,4.3,Low,Met
705647,12824,2024,2.6,High,Met
705648,12824,2025,4.0,Medium,Met
705649,12825,2024,3.8,Medium,Exceeded
705650,12825,2025,4.5,Medium,Met
705651,12826,2024,3.1,High,Met
705652,12826,2025,2.7,Medium,Partially Met
705653,12827,2024,4.8,High,Exceeded
705654,12827,2025,3.2,Low,Met
705655,12828,2024,3.0,High,Met
705656,12828,2025,3.4,Medium,Met
705657,12829,2024,2.9,Medium,Met
705658,12829,2025,2.0,Medium,Met
705659,12830,2024,2.6,Low,Exceeded
705660,12830,2025,3.9,Medium,Partially Met
705661,12831,2024,2.5,Low,Met
705662,12831,2025,3.2,High,Partially Met
705663,12832,2024,3.7,High,Exceeded
705664,12832,2025,3.1,Medium,Exceeded
705665,12833,2024,3.1,Medium,Met
705666,12833,2025,3.4,Medium,Met
705667,12834,2024,3.9,Medium,Met
705668,12834,2025,4.3,Medium,Met
705669,12835,2024,1.7,Medium,Met
705670,12835,2025,3.0,Medium,Met
705671,12836,2024,3.9,Medium,Met
705672,12836,2025,3.2,Medium,Met
705673,12837,2024,3.9,Medium,Met
705674,12837,2025,3.0,High,Met
705675,12838,2024,3.7,Medium,Exceeded
705676,12838,2025,4.1,High,Met
705677,12839,2024,4.5,Medium,Exceeded
705678,12839,2025,3.3,High,Exceeded
705679,12840,2024,3.3,Medium,Partially Met
705680,12840,2025,3.3,High,Met
705681,12841,2024,4.0,Medium,Met
705682,12841,2025,4.0,Medium,Met
705683,12842,2024,3.1,High,Met
705684,12842,2025,3.3,Medium,Met
705685,12843,2024,2.5,Low,Met
705686,12843,2025,3.2,High,Exceeded
705687,12844,2024,3.8,High,Met
705688,12844,2025,3.5,High,Met
705689,12845,2024,3.1,Low,Partially Met
705690,12845,2025,3.2,High,Exceeded
705691,12846,2024,1.9,Medium,Met
705692,12846,2025,3.1,Medium,Met
705693,12847,2024,3.1,Medium,Exceeded
705694,12847,2025,2.4,Medium,Met
705695,12848,2024,3.4,Medium,Exceeded
705696,12848,2025,3.5,High,Met
705697,12849,2024,3.4,High,Partially Met
705698,12849,2025,2.4,Medium,Partially Met
705699,12850,2024,3.1,Medium,Met
705700,12850,2025,3.4,High,Exceeded
705701,12851,2024,3.7,Low,Met
705702,12851,2025,2.7,Low,Met
705703,12852,2024,3.5,Low,Exceeded
705704,12852,2025,2.9,Medium,Met
705705,12853,2024,3.2,Medium,Met
705706,12853,2025,2.9,Medium,Met
705707,12854,2024,2.5,Low,Met
705708,12854,2025,2.6,Medium,Met
705709,12855,2024,4.3,Medium,Met
705710,12855,2025,3.2,Low,Partially Met
705711,12856,2024,2.5,Medium,Met
705712,12856,2025,2.8,Medium,Partially Met
705713,12857,2024,3.5,Medium,Exceeded
705714,12857,2025,3.5,Medium,Met
705715,12858,2024,3.1,High,Met
705716,12858,2025,2.7,Medium,Met
705717,12859,2024,2.2,Low,Partially Met
705718,12859,2025,4.4,Medium,Met
705719,12860,2024,4.4,Low,Met
705720,12860,2025,3.2,Low,Exceeded
705721,12861,2024,1.9,Medium,Partially Met
705722,12861,2025,3.7,High,Met
705723,12862,2024,4.2,Low,Partially Met
705724,12862,2025,2.2,High,Partially Met
705725,12863,2024,3.4,Medium,Met
705726,12863,2025,4.8,High,Exceeded
705727,12864,2024,3.6,Low,Met
705728,12864,2025,3.6,High,Partially Met
705729,12865,2024,2.3,Medium,Exceeded
705730,12865,2025,3.0,Medium,Met
705731,12866,2024,3.1,Medium,Partially Met
705732,12866,2025,4.1,Medium,Met
705733,12867,2024,3.0,Low,Met
705734,12867,2025,3.9,Medium,Met
705735,12868,2024,3.3,High,Exceeded
705736,12868,2025,3.9,Medium,Met
705737,12869,2024,3.2,High,Met
705738,12869,2025,2.8,Medium,Met
705739,12870,2024,4.5,Low,Met
705740,12870,2025,3.4,Low,Met
705741,12871,2024,3.0,Medium,Met
705742,12871,2025,2.8,Medium,Met
705743,12872,2024,4.3,Medium,Partially Met
705744,12872,2025,3.5,Medium,Met
705745,12873,2024,3.8,High,Exceeded
705746,12873,2025,4.8,Medium,Met
705747,12874,2024,2.2,Low,Met
705748,12874,2025,2.8,Low,Met
705749,12875,2024,4.8,Low,Exceeded
705750,12875,2025,2.7,Medium,Met
705751,12876,2024,2.1,High,Exceeded
705752,12876,2025,3.3,Medium,Met
705753,12877,2024,4.0,Medium,Exceeded
705754,12877,2025,3.4,High,Met
705755,12878,2024,3.3,Medium,Exceeded
705756,12878,2025,3.2,Medium,Met
705757,12879,2024,2.8,Medium,Partially Met
705758,12879,2025,4.2,Medium,Exceeded
705759,12880,2024,4.6,Low,Met
705760,12880,2025,3.3,High,Exceeded
705761,12881,2024,3.8,High,Partially Met
705762,12881,2025,3.4,Medium,Exceeded
705763,12882,2024,4.4,Medium,Met
705764,12882,2025,3.0,High,Met
705765,12883,2024,4.2,Low,Met
705766,12883,2025,2.9,High,Met
705767,12884,2024,3.5,Medium,Met
705768,12884,2025,3.4,High,Met
705769,12885,2024,2.5,Low,Exceeded
705770,12885,2025,3.1,Medium,Met
705771,12886,2024,3.1,High,Met
705772,12886,2025,3.8,Medium,Met
705773,12887,2024,4.1,Medium,Met
705774,12887,2025,2.9,High,Partially Met
705775,12888,2024,1.9,Medium,Met
705776,12888,2025,4.7,Medium,Met
705777,12889,2024,3.1,Medium,Partially Met
705778,12889,2025,3.9,High,Met
705779,12890,2024,4.2,Low,Met
705780,12890,2025,3.4,Low,Met
705781,12891,2024,3.6,Low,Met
705782,12891,2025,3.2,Medium,Met
705783,12892,2024,2.9,Medium,Partially Met
705784,12892,2025,3.6,High,Partially Met
705785,12893,2024,4.1,High,Partially Met
705786,12893,2025,2.7,Medium,Met
705787,12894,2024,4.4,Medium,Exceeded
705788,12894,2025,3.3,Medium,Exceeded
705789,12895,2024,3.9,Medium,Met
705790,12895,2025,3.3,Medium,Partially Met
705791,12896,2024,3.6,Medium,Met
705792,12896,2025,4.0,Medium,Met
705793,12897,2024,3.0,High,Partially Met
705794,12897,2025,3.7,Medium,Partially Met
705795,12898,2024,2.8,Low,Met
705796,12898,2025,2.8,Medium,Met
705797,12899,2024,3.1,Low,Met
705798,12899,2025,3.3,High,Partially Met
705799,12900,2024,4.0,High,Met
705800,12900,2025,2.7,High,Partially Met
705801,12901,2024,3.5,Medium,Partially Met
705802,12901,2025,4.9,High,Met
705803,12902,2024,3.8,Medium,Exceeded
705804,12902,2025,3.7,High,Exceeded
705805,12903,2024,2.5,High,Exceeded
705806,12903,2025,3.3,Low,Met
705807,12904,2024,3.2,Low,Met
705808,12904,2025,3.2,Medium,Met
705809,12905,2024,3.2,High,Met
705810,12905,2025,3.6,High,Met
705811,12906,2024,4.6,Low,Met
705812,12906,2025,3.2,Low,Met
705813,12907,2024,3.7,Medium,Met
705814,12907,2025,4.1,Medium,Exceeded
705815,12908,2024,3.6,Low,Met
705816,12908,2025,3.7,High,Met
705817,12909,2024,3.5,Medium,Exceeded
705818,12909,2025,3.8,High,Exceeded
705819,12910,2024,4.1,Low,Met
705820,12910,2025,2.8,Low,Exceeded
705821,12911,2024,4.2,Medium,Met
705822,12911,2025,4.5,Medium,Met
705823,12912,2024,3.7,Low,Met
705824,12912,2025,3.9,High,Partially Met
705825,12913,2024,3.6,High,Met
705826,12913,2025,4.3,Medium,Met
705827,12914,2024,4.2,Medium,Exceeded
705828,12914,2025,3.0,High,Met
705829,12915,2024,3.8,High,Partially Met
705830,12915,2025,1.8,Medium,Met
705831,12916,2024,4.2,High,Exceeded
705832,12916,2025,3.7,Medium,Met
705833,12917,2024,2.7,High,Met
705834,12917,2025,3.7,High,Partially Met
705835,12918,2024,3.2,High,Exceeded
705836,12918,2025,1.9,High,Met
705837,12919,2024,3.5,High,Met
705838,12919,2025,3.4,Medium,Met
705839,12920,2024,4.0,Low,Exceeded
705840,12920,2025,4.1,Medium,Met
705841,12921,2024,4.2,High,Met
705842,12921,2025,3.0,Medium,Exceeded
705843,12922,2024,3.7,Low,Met
705844,12922,2025,2.2,Medium,Partially Met
705845,12923,2024,3.1,Medium,Met
705846,12923,2025,3.3,Medium,Met
705847,12924,2024,3.4,Medium,Met
705848,12924,2025,4.1,Medium,Exceeded
705849,12925,2024,3.9,Medium,Exceeded
705850,12925,2025,3.7,Medium,Met
705851,12926,2024,4.1,Medium,Met
705852,12926,2025,3.8,High,Met
705853,12927,2024,3.2,Medium,Exceeded
705854,12927,2025,3.6,High,Met
705855,12928,2024,1.9,Medium,Exceeded
705856,12928,2025,4.0,Medium,Met
705857,12929,2024,4.3,Medium,Met
705858,12929,2025,3.6,High,Exceeded
705859,12930,2024,2.9,Medium,Met
705860,12930,2025,3.6,High,Met
705861,12931,2024,4.0,Low,Exceeded
705862,12931,2025,3.8,High,Partially Met
705863,12932,2024,2.6,Medium,Met
705864,12932,2025,3.4,Medium,Exceeded
705865,12933,2024,4.1,Medium,Met
705866,12933,2025,2.9,High,Partially Met
705867,12934,2024,2.9,Medium,Met
705868,12934,2025,3.9,Low,Exceeded
705869,12935,2024,3.9,Medium,Met
705870,12935,2025,2.6,Low,Met
705871,12936,2024,4.1,Medium,Met
705872,12936,2025,2.1,Medium,Met
705873,12937,2024,3.4,Medium,Met
705874,12937,2025,2.4,Low,Exceeded
705875,12938,2024,3.5,Medium,Exceeded
705876,12938,2025,2.9,Medium,Met
705877,12939,2024,3.2,High,Met
705878,12939,2025,2.9,Medium,Met
705879,12940,2024,3.2,Medium,Exceeded
705880,12940,2025,3.8,Low,Met
705881,12941,2024,4.3,High,Met
705882,12941,2025,3.4,Medium,Met
705883,12942,2024,2.9,Low,Exceeded
705884,12942,2025,2.5,Medium,Met
705885,12943,2024,3.7,Low,Met
705886,12943,2025,3.0,Medium,Met
705887,12944,2024,3.6,High,Partially Met
705888,12944,2025,3.4,Medium,Met
705889,12945,2024,4.0,Low,Partially Met
705890,12945,2025,3.9,High,Met
705891,12946,2024,3.5,Medium,Partially Met
705892,12946,2025,2.6,Medium,Met
705893,12947,2024,2.5,Medium,Met
705894,12947,2025,3.9,Medium,Partially Met
705895,12948,2024,3.2,Low,Met
705896,12948,2025,2.7,Medium,Exceeded
705897,12949,2024,3.8,Medium,Exceeded
705898,12949,2025,3.2,High,Partially Met
705899,12950,2024,3.9,High,Met
705900,12950,2025,3.5,Medium,Partially Met
705901,12951,2024,2.2,Medium,Met
705902,12951,2025,4.0,High,Met
705903,12952,2024,3.5,High,Met
705904,12952,2025,3.0,Medium,Met
705905,12953,2024,2.3,Medium,Met
705906,12953,2025,3.2,Low,Partially Met
705907,12954,2024,4.2,High,Met
705908,12954,2025,3.6,Medium,Met
705909,12955,2024,4.1,Medium,Met
705910,12955,2025,3.7,Medium,Exceeded
705911,12956,2024,3.6,Medium,Exceeded
705912,12956,2025,4.4,Medium,Exceeded
705913,12957,2024,3.5,Medium,Partially Met
705914,12957,2025,2.9,High,Partially Met
705915,12958,2024,3.0,Low,Exceeded
705916,12958,2025,3.7,High,Met
705917,12959,2024,3.2,Medium,Exceeded
705918,12959,2025,3.3,Medium,Exceeded
705919,12960,2024,3.9,Medium,Partially Met
705920,12960,2025,4.1,Medium,Met
705921,12961,2024,3.4,High,Exceeded
705922,12961,2025,2.4,Low,Met
705923,12962,2024,3.7,Medium,Exceeded
705924,12962,2025,2.8,High,Exceeded
705925,12963,2024,2.8,Low,Exceeded
705926,12963,2025,2.9,High,Exceeded
705927,12964,2024,3.4,Low,Met
705928,12964,2025,3.3,Low,Met
705929,12965,2024,4.0,Medium,Met
705930,12965,2025,2.4,High,Met
705931,12966,2024,3.0,High,Partially Met
705932,12966,2025,2.4,Medium,Exceeded
705933,12967,2024,3.1,Medium,Met
705934,12967,2025,2.5,High,Met
705935,12968,2024,3.0,High,Met
705936,12968,2025,5.0,Medium,Met
705937,12969,2024,3.0,Medium,Partially Met
705938,12969,2025,3.2,High,Met
705939,12970,2024,4.0,High,Exceeded
705940,12970,2025,4.4,Medium,Met
705941,12971,2024,3.1,High,Met
705942,12971,2025,2.9,Medium,Met
705943,12972,2024,3.0,Medium,Met
705944,12972,2025,3.4,Medium,Exceeded
705945,12973,2024,3.8,Medium,Exceeded
705946,12973,2025,3.6,High,Met
705947,12974,2024,3.3,Low,Partially Met
705948,12974,2025,3.2,Medium,Met
705949,12975,2024,4.0,High,Partially Met
705950,12975,2025,4.2,Medium,Met
705951,12976,2024,2.6,Low,Met
705952,12976,2025,2.1,Medium,Exceeded
705953,12977,2024,3.6,Medium,Met
705954,12977,2025,3.1,High,Met
705955,12978,2024,3.2,High,Met
705956,12978,2025,4.3,High,Partially Met
705957,12979,2024,2.6,Medium,Met
705958,12979,2025,3.1,High,Met
705959,12980,2024,3.7,Medium,Partially Met
705960,12980,2025,3.9,Medium,Met
705961,12981,2024,3.0,Low,Met
705962,12981,2025,2.8,Medium,Met
705963,12982,2024,3.0,Medium,Met
705964,12982,2025,2.5,Medium,Met
705965,12983,2024,2.5,Medium,Exceeded
705966,12983,2025,2.4,Medium,Met
705967,12984,2024,4.2,Medium,Partially Met
705968,12984,2025,3.3,High,Met
705969,12985,2024,3.9,Medium,Met
705970,12985,2025,3.5,Medium,Met
705971,12986,2024,1.9,Low,Met
705972,12986,2025,3.3,High,Met
705973,12987,2024,3.8,High,Met
705974,12987,2025,3.0,Medium,Met
705975,12988,2024,2.4,Low,Met
705976,12988,2025,4.4,Low,Partially Met
705977,12989,2024,4.0,Medium,Met
705978,12989,2025,3.2,Medium,Exceeded
705979,12990,2024,3.4,High,Met
705980,12990,2025,3.2,High,Partially Met
705981,12991,2024,3.7,Medium,Exceeded
705982,12991,2025,2.7,Medium,Met
705983,12992,2024,2.9,Medium,Partially Met
705984,12992,2025,4.3,Low,Met
705985,12993,2024,3.5,Medium,Exceeded
705986,12993,2025,3.7,Medium,Met
705987,12994,2024,3.8,Low,Met
705988,12994,2025,3.8,High,Met
705989,12995,2024,4.0,High,Met
705990,12995,2025,3.4,Low,Partially Met
705991,12996,2024,3.8,Medium,Exceeded
705992,12996,2025,3.1,Medium,Exceeded
705993,12997,2024,3.3,Low,Exceeded
705994,12997,2025,2.5,Low,Met
705995,12998,2024,3.4,Low,Exceeded
705996,12998,2025,4.9,Medium,Met
705997,12999,2024,3.4,Low,Met
705998,12999,2025,3.7,High,Exceeded
705999,13000,2024,2.6,Low,Met
706000,13000,2025,3.6,High,Met
706001,13001,2024,3.0,Medium,Met
706002,13001,2025,3.4,Medium,Partially Met
706003,13002,2024,3.6,High,Exceeded
706004,13002,2025,4.3,Medium,Met
706005,13003,2024,4.0,High,Met
706006,13003,2025,3.2,High,Met
706007,13004,2024,3.1,Medium,Exceeded
706008,13004,2025,2.6,Medium,Met
706009,13005,2024,3.8,Medium,Exceeded
706010,13005,2025,3.3,Medium,Met
706011,13006,2024,2.6,Medium,Met
706012,13006,2025,3.0,High,Met
706013,13007,2024,3.3,Medium,Met
706014,13007,2025,3.6,Medium,Exceeded
706015,13008,2024,2.7,High,Met
706016,13008,2025,3.7,Low,Exceeded
706017,13009,2024,2.9,Medium,Met
706018,13009,2025,3.3,Medium,Partially Met
706019,13010,2024,2.9,Medium,Met
706020,13010,2025,4.2,Medium,Partially Met
706021,13011,2024,3.3,Low,Exceeded
706022,13011,2025,2.1,Low,Met
706023,13012,2024,3.3,Medium,Met
706024,13012,2025,2.7,Medium,Partially Met
706025,13013,2024,3.7,High,Exceeded
706026,13013,2025,3.6,Medium,Exceeded
706027,13014,2024,3.4,Medium,Met
706028,13014,2025,2.9,Medium,Exceeded
706029,13015,2024,3.7,High,Met
706030,13015,2025,2.4,High,Exceeded
706031,13016,2024,3.1,High,Partially Met
706032,13016,2025,4.1,Medium,Met
706033,13017,2024,4.8,Medium,Met
706034,13017,2025,2.2,High,Exceeded
706035,13018,2024,3.1,Medium,Met
706036,13018,2025,2.7,Medium,Met
706037,13019,2024,4.0,High,Met
706038,13019,2025,3.5,High,Met
706039,13020,2024,2.2,High,Partially Met
706040,13020,2025,3.5,Medium,Met
706041,13021,2024,3.1,Medium,Met
706042,13021,2025,2.0,Low,Met
706043,13022,2024,3.1,Medium,Met
706044,13022,2025,4.1,Medium,Met
706045,13023,2024,2.9,High,Met
706046,13023,2025,2.6,High,Exceeded
706047,13024,2024,3.6,Medium,Exceeded
706048,13024,2025,3.6,Medium,Exceeded
706049,13025,2024,4.2,Medium,Exceeded
706050,13025,2025,3.6,Medium,Partially Met
706051,13026,2024,3.2,Low,Met
706052,13026,2025,3.1,Low,Met
706053,13027,2024,3.6,Medium,Met
706054,13027,2025,3.3,Medium,Met
706055,13028,2024,2.5,Medium,Met
706056,13028,2025,3.0,Medium,Met
706057,13029,2024,4.4,Medium,Met
706058,13029,2025,3.6,Medium,Exceeded
706059,13030,2024,2.9,Medium,Met
706060,13030,2025,4.1,High,Met
706061,13031,2024,3.3,Low,Exceeded
706062,13031,2025,3.2,Low,Met
706063,13032,2024,3.0,High,Met
706064,13032,2025,2.6,Medium,Met
706065,13033,2024,2.5,Medium,Met
706066,13033,2025,2.4,Medium,Exceeded
706067,13034,2024,4.5,High,Exceeded
706068,13034,2025,3.6,Medium,Met
706069,13035,2024,3.2,Low,Exceeded
706070,13035,2025,3.7,Low,Partially Met
706071,13036,2024,2.6,High,Met
706072,13036,2025,4.6,High,Met
706073,13037,2024,3.4,High,Met
706074,13037,2025,3.1,High,Met
706075,13038,2024,3.0,Low,Met
706076,13038,2025,3.7,Medium,Exceeded
706077,13039,2024,4.6,Medium,Exceeded
706078,13039,2025,2.5,Low,Met
706079,13040,2024,5.0,Medium,Met
706080,13040,2025,3.2,Low,Met
706081,13041,2024,2.7,Low,Exceeded
706082,13041,2025,3.3,Low,Exceeded
706083,13042,2024,2.9,Medium,Met
706084,13042,2025,2.9,Medium,Met
706085,13043,2024,4.4,Low,Met
706086,13043,2025,2.9,Medium,Partially Met
706087,13044,2024,2.4,Medium,Met
706088,13044,2025,4.3,Medium,Met
706089,13045,2024,4.4,Medium,Met
706090,13045,2025,3.3,High,Partially Met
706091,13046,2024,2.6,High,Exceeded
706092,13046,2025,3.4,Low,Met
706093,13047,2024,3.9,Medium,Met
706094,13047,2025,2.6,High,Met
706095,13048,2024,4.0,High,Exceeded
706096,13048,2025,4.0,Medium,Met
706097,13049,2024,3.1,High,Met
706098,13049,2025,2.9,Low,Met
706099,13050,2024,3.1,Low,Met
706100,13050,2025,3.1,Medium,Exceeded
706101,13051,2024,3.4,High,Partially Met
706102,13051,2025,3.0,Low,Met
706103,13052,2024,3.9,Medium,Exceeded
706104,13052,2025,2.2,High,Exceeded
706105,13053,2024,3.2,High,Partially Met
706106,13053,2025,2.5,Low,Met
706107,13054,2024,4.7,Medium,Met
706108,13054,2025,3.4,Low,Exceeded
706109,13055,2024,3.2,High,Met
706110,13055,2025,4.1,High,Exceeded
706111,13056,2024,3.4,Medium,Exceeded
706112,13056,2025,3.4,Low,Partially Met
706113,13057,2024,2.8,High,Met
706114,13057,2025,2.9,High,Met
706115,13058,2024,4.0,Medium,Met
706116,13058,2025,3.2,Medium,Partially Met
706117,13059,2024,3.4,Medium,Met
706118,13059,2025,3.4,Low,Met
706119,13060,2024,2.5,High,Partially Met
706120,13060,2025,3.5,High,Exceeded
706121,13061,2024,3.5,High,Met
706122,13061,2025,2.9,Medium,Met
706123,13062,2024,1.7,Medium,Met
706124,13062,2025,1.9,Medium,Met
706125,13063,2024,2.8,High,Met
706126,13063,2025,4.0,Medium,Met
706127,13064,2024,2.8,Low,Met
706128,13064,2025,2.8,High,Met
706129,13065,2024,4.5,High,Met
706130,13065,2025,3.8,Medium,Met
706131,13066,2024,2.8,Medium,Met
706132,13066,2025,4.1,High,Met
706133,13067,2024,2.9,Low,Met
706134,13067,2025,3.9,Medium,Met
706135,13068,2024,3.2,Medium,Met
706136,13068,2025,3.6,High,Exceeded
706137,13069,2024,3.9,Medium,Met
706138,13069,2025,3.5,Medium,Partially Met
706139,13070,2024,3.0,Medium,Partially Met
706140,13070,2025,3.4,High,Met
706141,13071,2024,3.7,Low,Met
706142,13071,2025,4.2,High,Met
706143,13072,2024,3.2,High,Exceeded
706144,13072,2025,3.5,Medium,Met
706145,13073,2024,2.3,Medium,Met
706146,13073,2025,3.6,Medium,Met
706147,13074,2024,3.4,Medium,Met
706148,13074,2025,2.5,Medium,Exceeded
706149,13075,2024,2.8,Medium,Exceeded
706150,13075,2025,3.6,Low,Exceeded
706151,13076,2024,4.0,Medium,Met
706152,13076,2025,3.2,Low,Met
706153,13077,2024,4.1,Medium,Met
706154,13077,2025,3.2,Medium,Met
706155,13078,2024,3.5,Low,Met
706156,13078,2025,4.0,Medium,Met
706157,13079,2024,3.7,High,Met
706158,13079,2025,4.9,Medium,Exceeded
706159,13080,2024,3.0,Medium,Exceeded
706160,13080,2025,4.1,High,Partially Met
706161,13081,2024,2.3,Medium,Partially Met
706162,13081,2025,1.6,Medium,Exceeded
706163,13082,2024,2.1,High,Met
706164,13082,2025,4.4,High,Met
706165,13083,2024,2.7,Medium,Exceeded
706166,13083,2025,2.5,Medium,Met
706167,13084,2024,4.1,Low,Partially Met
706168,13084,2025,2.5,Low,Met
706169,13085,2024,3.3,High,Exceeded
706170,13085,2025,3.6,Low,Exceeded
706171,13086,2024,2.9,High,Met
706172,13086,2025,4.7,Low,Met
706173,13087,2024,2.5,Medium,Partially Met
706174,13087,2025,4.7,Low,Exceeded
706175,13088,2024,3.6,Low,Met
706176,13088,2025,3.7,Medium,Met
706177,13089,2024,3.5,High,Met
706178,13089,2025,2.9,Medium,Met
706179,13090,2024,3.0,Medium,Met
706180,13090,2025,3.1,High,Met
706181,13091,2024,3.2,Medium,Partially Met
706182,13091,2025,2.5,High,Met
706183,13092,2024,2.5,Medium,Met
706184,13092,2025,2.0,Medium,Met
706185,13093,2024,3.6,Low,Met
706186,13093,2025,3.7,High,Met
706187,13094,2024,3.0,High,Met
706188,13094,2025,1.9,Medium,Met
706189,13095,2024,3.4,Medium,Met
706190,13095,2025,3.3,Low,Met
706191,13096,2024,4.1,Medium,Met
706192,13096,2025,3.8,Medium,Exceeded
706193,13097,2024,3.1,Medium,Met
706194,13097,2025,2.6,Medium,Met
706195,13098,2024,3.8,Medium,Exceeded
706196,13098,2025,4.2,Medium,Exceeded
706197,13099,2024,4.1,Medium,Met
706198,13099,2025,3.0,Low,Met
706199,13100,2024,3.5,Medium,Met
706200,13100,2025,3.8,Medium,Exceeded
706201,13101,2024,3.3,Low,Partially Met
706202,13101,2025,2.6,Medium,Exceeded
706203,13102,2024,2.2,High,Exceeded
706204,13102,2025,2.6,Medium,Met
706205,13103,2024,2.4,Medium,Met
706206,13103,2025,2.6,Low,Partially Met
706207,13104,2024,3.3,Medium,Met
706208,13104,2025,3.1,Low,Met
706209,13105,2024,4.8,Medium,Exceeded
706210,13105,2025,2.4,High,Met
706211,13106,2024,3.5,High,Met
706212,13106,2025,4.2,Medium,Met
706213,13107,2024,2.2,Low,Met
706214,13107,2025,4.3,Medium,Met
706215,13108,2024,4.4,High,Met
706216,13108,2025,3.3,Low,Partially Met
706217,13109,2024,3.6,Medium,Met
706218,13109,2025,3.3,Medium,Met
706219,13110,2024,2.8,Medium,Exceeded
706220,13110,2025,3.0,Medium,Met
706221,13111,2024,4.2,High,Exceeded
706222,13111,2025,3.4,High,Met
706223,13112,2024,4.2,Medium,Exceeded
706224,13112,2025,4.0,Medium,Met
706225,13113,2024,2.3,Medium,Met
706226,13113,2025,4.2,Medium,Met
706227,13114,2024,3.4,Low,Met
706228,13114,2025,3.2,Medium,Exceeded
706229,13115,2024,3.0,High,Met
706230,13115,2025,2.9,High,Met
706231,13116,2024,3.0,High,Partially Met
706232,13116,2025,3.1,High,Met
706233,13117,2024,3.8,Medium,Exceeded
706234,13117,2025,4.1,Medium,Met
706235,13118,2024,2.8,Medium,Met
706236,13118,2025,4.6,Medium,Exceeded
706237,13119,2024,3.4,Medium,Met
706238,13119,2025,3.0,Medium,Met
706239,13120,2024,2.5,Medium,Met
706240,13120,2025,3.8,Medium,Met
706241,13121,2024,2.7,Medium,Met
706242,13121,2025,2.8,Low,Met
706243,13122,2024,3.3,Medium,Met
706244,13122,2025,4.8,High,Met
706245,13123,2024,4.0,Low,Partially Met
706246,13123,2025,2.9,Medium,Met
706247,13124,2024,4.3,Medium,Met
706248,13124,2025,3.7,Medium,Partially Met
706249,13125,2024,2.7,Medium,Met
706250,13125,2025,4.2,Medium,Met
706251,13126,2024,3.8,Medium,Exceeded
706252,13126,2025,3.8,Medium,Met
706253,13127,2024,3.7,High,Met
706254,13127,2025,2.6,Medium,Met
706255,13128,2024,4.3,Medium,Met
706256,13128,2025,4.0,Medium,Met
706257,13129,2024,2.8,Low,Met
706258,13129,2025,3.5,Low,Met
706259,13130,2024,5.0,Medium,Partially Met
706260,13130,2025,4.3,Medium,Met
706261,13131,2024,3.3,Medium,Met
706262,13131,2025,3.1,Low,Exceeded
706263,13132,2024,2.9,Medium,Met
706264,13132,2025,3.4,Medium,Exceeded
706265,13133,2024,3.3,Medium,Partially Met
706266,13133,2025,2.9,High,Met
706267,13134,2024,3.3,Low,Partially Met
706268,13134,2025,2.9,Medium,Partially Met
706269,13135,2024,2.1,Medium,Exceeded
706270,13135,2025,4.0,Medium,Partially Met
706271,13136,2024,3.1,Medium,Exceeded
706272,13136,2025,3.5,Medium,Met
706273,13137,2024,3.1,Low,Partially Met
