attendance_id,employee_id,attendance_date,attendance_status,working_hours
936335,13028,2025-11-01,Present,8
936336,13028,2025-12-01,Work From Home,8
936337,13029,2025-01-01,Present,8
936338,13029,2025-02-01,Work From Home,8
936339,13029,2025-03-01,Present,8
936340,13029,2025-04-01,Present,8
936341,13029,2025-05-01,Present,8
936342,13029,2025-06-01,Present,8
936343,13029,2025-07-01,Present,8
936344,13029,2025-08-01,Present,8
936345,13029,2025-09-01,Present,8
936346,13029,2025-10-01,Leave,0
936347,13029,2025-11-01,Present,8
936348,13029,2025-12-01,Present,8
936349,13030,2025-01-01,Present,8
936350,13030,2025-02-01,Present,8
936351,13030,2025-03-01,Present,8
936352,13030,2025-04-01,Present,8
936353,13030,2025-05-01,Present,8
936354,13030,2025-06-01,Present,8
936355,13030,2025-07-01,Work From Home,8
936356,13030,2025-08-01,Present,8
936357,13030,2025-09-01,Work From Home,8
936358,13030,2025-10-01,Present,8
936359,13030,2025-11-01,Present,8
936360,13030,2025-12-01,Present,8
936361,13031,2025-01-01,Present,8
936362,13031,2025-02-01,Leave,0
936363,13031,2025-03-01,Present,8
936364,13031,2025-04-01,Present,8
936365,13031,2025-05-01,Work From Home,8
936366,13031,2025-06-01,Present,8
936367,13031,2025-07-01,Present,8
936368,13031,2025-08-01,Present,8
936369,13031,2025-09-01,Present,8
936370,13031,2025-10-01,Present,8
936371,13031,2025-11-01,Absent,0
936372,13031,2025-12-01,Present,8
936373,13032,2025-01-01,Present,8
936374,13032,2025-02-01,Present,8
936375,13032,2025-03-01,Present,8
936376,13032,2025-04-01,Work From Home,8
936377,13032,2025-05-01,Present,8
936378,13032,2025-06-01,Work From Home,8
936379,13032,2025-07-01,Present,8
936380,13032,2025-08-01,Present,8
936381,13032,2025-09-01,Present,8
936382,13032,2025-10-01,Present,8
936383,13032,2025-11-01,Present,8
936384,13032,2025-12-01,Present,8
936385,13033,2025-01-01,Present,8
936386,13033,2025-02-01,Present,8
936387,13033,2025-03-01,Absent,0
936388,13033,2025-04-01,Present,8
936389,13033,2025-05-01,Present,8
936390,13033,2025-06-01,Present,8
936391,13033,2025-07-01,Present,8
936392,13033,2025-08-01,Present,8
936393,13033,2025-09-01,Present,8
936394,13033,2025-10-01,Leave,0
936395,13033,2025-11-01,Present,8
936396,13033,2025-12-01,Present,8
936397,13034,2025-01-01,Present,8
936398,13034,2025-02-01,Present,8
936399,13034,2025-03-01,Work From Home,8
936400,13034,2025-04-01,Present,8
936401,13034,2025-05-01,Present,8
936402,13034,2025-06-01,Work From Home,8
936403,13034,2025-07-01,Present,8
936404,13034,2025-08-01,Present,8
936405,13034,2025-09-01,Present,8
936406,13034,2025-10-01,Present,8
936407,13034,2025-11-01,Work From Home,8
936408,13034,2025-12-01,Work From Home,8
936409,13035,2025-01-01,Work From Home,8
936410,13035,2025-02-01,Present,8
936411,13035,2025-03-01,Present,8
936412,13035,2025-04-01,Work From Home,8
936413,13035,2025-05-01,Present,8
936414,13035,2025-06-01,Present,8
936415,13035,2025-07-01,Work From Home,8
936416,13035,2025-08-01,Work From Home,8
936417,13035,2025-09-01,Present,8
936418,13035,2025-10-01,Present,8
936419,13035,2025-11-01,Present,8
936420,13035,2025-12-01,Present,8
936421,13036,2025-01-01,Present,8
936422,13036,2025-02-01,Present,8
936423,13036,2025-03-01,Leave,0
936424,13036,2025-04-01,Present,8
936425,13036,2025-05-01,Present,8
936426,13036,2025-06-01,Present,8
936427,13036,2025-07-01,Present,8
936428,13036,2025-08-01,Work From Home,8
936429,13036,2025-09-01,Present,8
936430,13036,2025-10-01,Present,8
936431,13036,2025-11-01,Leave,0
936432,13036,2025-12-01,Present,8
936433,13037,2025-01-01,Present,8
936434,13037,2025-02-01,Present,8
936435,13037,2025-03-01,Present,8
936436,13037,2025-04-01,Present,8
936437,13037,2025-05-01,Present,8
936438,13037,2025-06-01,Leave,0
936439,13037,2025-07-01,Leave,0
936440,13037,2025-08-01,Present,8
936441,13037,2025-09-01,Present,8
936442,13037,2025-10-01,Present,8
936443,13037,2025-11-01,Present,8
936444,13037,2025-12-01,Present,8
936445,13038,2025-01-01,Present,8
936446,13038,2025-02-01,Leave,0
936447,13038,2025-03-01,Present,8
936448,13038,2025-04-01,Present,8
936449,13038,2025-05-01,Work From Home,8
936450,13038,2025-06-01,Present,8
936451,13038,2025-07-01,Present,8
936452,13038,2025-08-01,Present,8
936453,13038,2025-09-01,Present,8
936454,13038,2025-10-01,Present,8
936455,13038,2025-11-01,Present,8
936456,13038,2025-12-01,Present,8
936457,13039,2025-01-01,Present,8
936458,13039,2025-02-01,Present,8
936459,13039,2025-03-01,Present,8
936460,13039,2025-04-01,Present,8
936461,13039,2025-05-01,Present,8
936462,13039,2025-06-01,Work From Home,8
936463,13039,2025-07-01,Present,8
936464,13039,2025-08-01,Leave,0
936465,13039,2025-09-01,Present,8
936466,13039,2025-10-01,Present,8
936467,13039,2025-11-01,Present,8
936468,13039,2025-12-01,Present,8
936469,13040,2025-01-01,Work From Home,8
936470,13040,2025-02-01,Present,8
936471,13040,2025-03-01,Present,8
936472,13040,2025-04-01,Leave,0
936473,13040,2025-05-01,Present,8
936474,13040,2025-06-01,Present,8
936475,13040,2025-07-01,Leave,0
936476,13040,2025-08-01,Present,8
936477,13040,2025-09-01,Work From Home,8
936478,13040,2025-10-01,Leave,0
936479,13040,2025-11-01,Present,8
936480,13040,2025-12-01,Present,8
936481,13041,2025-01-01,Present,8
936482,13041,2025-02-01,Present,8
936483,13041,2025-03-01,Leave,0
936484,13041,2025-04-01,Work From Home,8
936485,13041,2025-05-01,Present,8
936486,13041,2025-06-01,Present,8
936487,13041,2025-07-01,Present,8
936488,13041,2025-08-01,Present,8
936489,13041,2025-09-01,Present,8
936490,13041,2025-10-01,Present,8
936491,13041,2025-11-01,Present,8
936492,13041,2025-12-01,Present,8
936493,13042,2025-01-01,Absent,0
936494,13042,2025-02-01,Present,8
936495,13042,2025-03-01,Work From Home,8
936496,13042,2025-04-01,Present,8
936497,13042,2025-05-01,Present,8
936498,13042,2025-06-01,Present,8
936499,13042,2025-07-01,Present,8
936500,13042,2025-08-01,Leave,0
936501,13042,2025-09-01,Work From Home,8
936502,13042,2025-10-01,Present,8
936503,13042,2025-11-01,Present,8
936504,13042,2025-12-01,Present,8
936505,13043,2025-01-01,Work From Home,8
936506,13043,2025-02-01,Work From Home,8
936507,13043,2025-03-01,Work From Home,8
936508,13043,2025-04-01,Leave,0
936509,13043,2025-05-01,Work From Home,8
936510,13043,2025-06-01,Present,8
936511,13043,2025-07-01,Present,8
936512,13043,2025-08-01,Work From Home,8
936513,13043,2025-09-01,Present,8
936514,13043,2025-10-01,Present,8
936515,13043,2025-11-01,Absent,0
936516,13043,2025-12-01,Present,8
936517,13044,2025-01-01,Present,8
936518,13044,2025-02-01,Present,8
936519,13044,2025-03-01,Absent,0
936520,13044,2025-04-01,Present,8
936521,13044,2025-05-01,Present,8
936522,13044,2025-06-01,Work From Home,8
936523,13044,2025-07-01,Present,8
936524,13044,2025-08-01,Present,8
936525,13044,2025-09-01,Present,8
936526,13044,2025-10-01,Present,8
936527,13044,2025-11-01,Present,8
936528,13044,2025-12-01,Present,8
936529,13045,2025-01-01,Present,8
936530,13045,2025-02-01,Present,8
936531,13045,2025-03-01,Work From Home,8
936532,13045,2025-04-01,Present,8
936533,13045,2025-05-01,Present,8
936534,13045,2025-06-01,Present,8
936535,13045,2025-07-01,Present,8
936536,13045,2025-08-01,Work From Home,8
936537,13045,2025-09-01,Present,8
936538,13045,2025-10-01,Present,8
936539,13045,2025-11-01,Present,8
936540,13045,2025-12-01,Present,8
936541,13046,2025-01-01,Present,8
936542,13046,2025-02-01,Present,8
936543,13046,2025-03-01,Work From Home,8
936544,13046,2025-04-01,Present,8
936545,13046,2025-05-01,Present,8
936546,13046,2025-06-01,Present,8
936547,13046,2025-07-01,Work From Home,8
936548,13046,2025-08-01,Present,8
936549,13046,2025-09-01,Present,8
936550,13046,2025-10-01,Present,8
936551,13046,2025-11-01,Present,8
936552,13046,2025-12-01,Present,8
936553,13047,2025-01-01,Present,8
936554,13047,2025-02-01,Present,8
936555,13047,2025-03-01,Present,8
936556,13047,2025-04-01,Work From Home,8
936557,13047,2025-05-01,Present,8
936558,13047,2025-06-01,Absent,0
936559,13047,2025-07-01,Present,8
936560,13047,2025-08-01,Present,8
936561,13047,2025-09-01,Present,8
936562,13047,2025-10-01,Present,8
936563,13047,2025-11-01,Present,8
936564,13047,2025-12-01,Present,8
936565,13048,2025-01-01,Work From Home,8
936566,13048,2025-02-01,Present,8
936567,13048,2025-03-01,Present,8
936568,13048,2025-04-01,Work From Home,8
936569,13048,2025-05-01,Present,8
936570,13048,2025-06-01,Present,8
936571,13048,2025-07-01,Present,8
936572,13048,2025-08-01,Present,8
936573,13048,2025-09-01,Present,8
936574,13048,2025-10-01,Work From Home,8
936575,13048,2025-11-01,Present,8
936576,13048,2025-12-01,Work From Home,8
936577,13049,2025-01-01,Present,8
936578,13049,2025-02-01,Work From Home,8
936579,13049,2025-03-01,Present,8
936580,13049,2025-04-01,Present,8
936581,13049,2025-05-01,Work From Home,8
936582,13049,2025-06-01,Present,8
936583,13049,2025-07-01,Present,8
936584,13049,2025-08-01,Present,8
936585,13049,2025-09-01,Present,8
936586,13049,2025-10-01,Work From Home,8
936587,13049,2025-11-01,Present,8
936588,13049,2025-12-01,Present,8
936589,13050,2025-01-01,Present,8
936590,13050,2025-02-01,Present,8
936591,13050,2025-03-01,Work From Home,8
936592,13050,2025-04-01,Present,8
936593,13050,2025-05-01,Present,8
936594,13050,2025-06-01,Absent,0
936595,13050,2025-07-01,Present,8
936596,13050,2025-08-01,Present,8
936597,13050,2025-09-01,Present,8
936598,13050,2025-10-01,Present,8
936599,13050,2025-11-01,Present,8
936600,13050,2025-12-01,Present,8
936601,13051,2025-01-01,Present,8
936602,13051,2025-02-01,Work From Home,8
936603,13051,2025-03-01,Present,8
936604,13051,2025-04-01,Present,8
936605,13051,2025-05-01,Present,8
936606,13051,2025-06-01,Work From Home,8
936607,13051,2025-07-01,Absent,0
936608,13051,2025-08-01,Present,8
936609,13051,2025-09-01,Present,8
936610,13051,2025-10-01,Present,8
936611,13051,2025-11-01,Present,8
936612,13051,2025-12-01,Present,8
936613,13052,2025-01-01,Present,8
936614,13052,2025-02-01,Present,8
936615,13052,2025-03-01,Present,8
936616,13052,2025-04-01,Present,8
936617,13052,2025-05-01,Present,8
936618,13052,2025-06-01,Absent,0
936619,13052,2025-07-01,Present,8
936620,13052,2025-08-01,Present,8
936621,13052,2025-09-01,Present,8
936622,13052,2025-10-01,Present,8
936623,13052,2025-11-01,Present,8
936624,13052,2025-12-01,Present,8
936625,13053,2025-01-01,Leave,0
936626,13053,2025-02-01,Present,8
936627,13053,2025-03-01,Leave,0
936628,13053,2025-04-01,Present,8
936629,13053,2025-05-01,Present,8
936630,13053,2025-06-01,Present,8
936631,13053,2025-07-01,Present,8
936632,13053,2025-08-01,Present,8
936633,13053,2025-09-01,Work From Home,8
936634,13053,2025-10-01,Present,8
936635,13053,2025-11-01,Present,8
936636,13053,2025-12-01,Work From Home,8
936637,13054,2025-01-01,Present,8
936638,13054,2025-02-01,Present,8
936639,13054,2025-03-01,Present,8
936640,13054,2025-04-01,Present,8
936641,13054,2025-05-01,Present,8
936642,13054,2025-06-01,Work From Home,8
936643,13054,2025-07-01,Present,8
936644,13054,2025-08-01,Present,8
936645,13054,2025-09-01,Present,8
936646,13054,2025-10-01,Absent,0
936647,13054,2025-11-01,Present,8
936648,13054,2025-12-01,Present,8
936649,13055,2025-01-01,Work From Home,8
936650,13055,2025-02-01,Present,8
936651,13055,2025-03-01,Leave,0
936652,13055,2025-04-01,Present,8
936653,13055,2025-05-01,Work From Home,8
936654,13055,2025-06-01,Present,8
936655,13055,2025-07-01,Work From Home,8
936656,13055,2025-08-01,Present,8
936657,13055,2025-09-01,Present,8
936658,13055,2025-10-01,Present,8
936659,13055,2025-11-01,Work From Home,8
936660,13055,2025-12-01,Present,8
936661,13056,2025-01-01,Leave,0
936662,13056,2025-02-01,Present,8
936663,13056,2025-03-01,Present,8
936664,13056,2025-04-01,Work From Home,8
936665,13056,2025-05-01,Leave,0
936666,13056,2025-06-01,Work From Home,8
936667,13056,2025-07-01,Present,8
936668,13056,2025-08-01,Leave,0
936669,13056,2025-09-01,Present,8
936670,13056,2025-10-01,Present,8
936671,13056,2025-11-01,Present,8
936672,13056,2025-12-01,Present,8
936673,13057,2025-01-01,Work From Home,8
936674,13057,2025-02-01,Present,8
936675,13057,2025-03-01,Present,8
936676,13057,2025-04-01,Present,8
936677,13057,2025-05-01,Work From Home,8
936678,13057,2025-06-01,Present,8
936679,13057,2025-07-01,Present,8
936680,13057,2025-08-01,Present,8
936681,13057,2025-09-01,Present,8
936682,13057,2025-10-01,Present,8
936683,13057,2025-11-01,Work From Home,8
936684,13057,2025-12-01,Work From Home,8
936685,13058,2025-01-01,Absent,0
936686,13058,2025-02-01,Present,8
936687,13058,2025-03-01,Present,8
936688,13058,2025-04-01,Present,8
936689,13058,2025-05-01,Leave,0
936690,13058,2025-06-01,Work From Home,8
936691,13058,2025-07-01,Present,8
936692,13058,2025-08-01,Present,8
936693,13058,2025-09-01,Present,8
936694,13058,2025-10-01,Present,8
936695,13058,2025-11-01,Present,8
936696,13058,2025-12-01,Present,8
936697,13059,2025-01-01,Present,8
936698,13059,2025-02-01,Work From Home,8
936699,13059,2025-03-01,Present,8
936700,13059,2025-04-01,Present,8
936701,13059,2025-05-01,Present,8
936702,13059,2025-06-01,Present,8
936703,13059,2025-07-01,Present,8
936704,13059,2025-08-01,Present,8
936705,13059,2025-09-01,Work From Home,8
936706,13059,2025-10-01,Work From Home,8
936707,13059,2025-11-01,Present,8
936708,13059,2025-12-01,Present,8
936709,13060,2025-01-01,Present,8
936710,13060,2025-02-01,Present,8
936711,13060,2025-03-01,Absent,0
936712,13060,2025-04-01,Present,8
936713,13060,2025-05-01,Present,8
936714,13060,2025-06-01,Present,8
936715,13060,2025-07-01,Present,8
936716,13060,2025-08-01,Present,8
936717,13060,2025-09-01,Present,8
936718,13060,2025-10-01,Present,8
936719,13060,2025-11-01,Present,8
936720,13060,2025-12-01,Present,8
936721,13061,2025-01-01,Work From Home,8
936722,13061,2025-02-01,Work From Home,8
936723,13061,2025-03-01,Present,8
936724,13061,2025-04-01,Work From Home,8
936725,13061,2025-05-01,Work From Home,8
936726,13061,2025-06-01,Work From Home,8
936727,13061,2025-07-01,Present,8
936728,13061,2025-08-01,Absent,0
936729,13061,2025-09-01,Leave,0
936730,13061,2025-10-01,Present,8
936731,13061,2025-11-01,Present,8
936732,13061,2025-12-01,Work From Home,8
936733,13062,2025-01-01,Present,8
936734,13062,2025-02-01,Leave,0
936735,13062,2025-03-01,Present,8
936736,13062,2025-04-01,Present,8
936737,13062,2025-05-01,Present,8
936738,13062,2025-06-01,Present,8
936739,13062,2025-07-01,Present,8
936740,13062,2025-08-01,Present,8
936741,13062,2025-09-01,Present,8
936742,13062,2025-10-01,Present,8
936743,13062,2025-11-01,Present,8
936744,13062,2025-12-01,Present,8
936745,13063,2025-01-01,Present,8
936746,13063,2025-02-01,Present,8
936747,13063,2025-03-01,Present,8
936748,13063,2025-04-01,Present,8
936749,13063,2025-05-01,Present,8
936750,13063,2025-06-01,Absent,0
936751,13063,2025-07-01,Present,8
936752,13063,2025-08-01,Present,8
936753,13063,2025-09-01,Absent,0
936754,13063,2025-10-01,Present,8
936755,13063,2025-11-01,Present,8
936756,13063,2025-12-01,Work From Home,8
936757,13064,2025-01-01,Present,8
936758,13064,2025-02-01,Present,8
936759,13064,2025-03-01,Work From Home,8
936760,13064,2025-04-01,Leave,0
936761,13064,2025-05-01,Present,8
936762,13064,2025-06-01,Present,8
936763,13064,2025-07-01,Present,8
936764,13064,2025-08-01,Work From Home,8
936765,13064,2025-09-01,Present,8
936766,13064,2025-10-01,Present,8
936767,13064,2025-11-01,Present,8
936768,13064,2025-12-01,Present,8
936769,13065,2025-01-01,Work From Home,8
936770,13065,2025-02-01,Present,8
936771,13065,2025-03-01,Present,8
936772,13065,2025-04-01,Work From Home,8
936773,13065,2025-05-01,Present,8
936774,13065,2025-06-01,Present,8
936775,13065,2025-07-01,Present,8
936776,13065,2025-08-01,Present,8
936777,13065,2025-09-01,Work From Home,8
936778,13065,2025-10-01,Work From Home,8
936779,13065,2025-11-01,Present,8
936780,13065,2025-12-01,Absent,0
936781,13066,2025-01-01,Present,8
936782,13066,2025-02-01,Present,8
936783,13066,2025-03-01,Present,8
936784,13066,2025-04-01,Work From Home,8
936785,13066,2025-05-01,Work From Home,8
936786,13066,2025-06-01,Work From Home,8
936787,13066,2025-07-01,Present,8
936788,13066,2025-08-01,Present,8
936789,13066,2025-09-01,Present,8
936790,13066,2025-10-01,Leave,0
936791,13066,2025-11-01,Present,8
936792,13066,2025-12-01,Present,8
936793,13067,2025-01-01,Present,8
936794,13067,2025-02-01,Present,8
936795,13067,2025-03-01,Present,8
936796,13067,2025-04-01,Present,8
936797,13067,2025-05-01,Present,8
936798,13067,2025-06-01,Present,8
936799,13067,2025-07-01,Present,8
936800,13067,2025-08-01,Present,8
936801,13067,2025-09-01,Work From Home,8
936802,13067,2025-10-01,Present,8
936803,13067,2025-11-01,Absent,0
936804,13067,2025-12-01,Present,8
936805,13068,2025-01-01,Present,8
936806,13068,2025-02-01,Present,8
936807,13068,2025-03-01,Present,8
936808,13068,2025-04-01,Work From Home,8
936809,13068,2025-05-01,Present,8
936810,13068,2025-06-01,Work From Home,8
936811,13068,2025-07-01,Leave,0
936812,13068,2025-08-01,Present,8
936813,13068,2025-09-01,Present,8
936814,13068,2025-10-01,Present,8
936815,13068,2025-11-01,Present,8
936816,13068,2025-12-01,Work From Home,8
936817,13069,2025-01-01,Present,8
936818,13069,2025-02-01,Present,8
936819,13069,2025-03-01,Present,8
936820,13069,2025-04-01,Leave,0
936821,13069,2025-05-01,Present,8
936822,13069,2025-06-01,Present,8
936823,13069,2025-07-01,Present,8
936824,13069,2025-08-01,Present,8
936825,13069,2025-09-01,Present,8
936826,13069,2025-10-01,Work From Home,8
936827,13069,2025-11-01,Present,8
936828,13069,2025-12-01,Present,8
936829,13070,2025-01-01,Present,8
936830,13070,2025-02-01,Work From Home,8
936831,13070,2025-03-01,Present,8
936832,13070,2025-04-01,Absent,0
936833,13070,2025-05-01,Work From Home,8
936834,13070,2025-06-01,Present,8
936835,13070,2025-07-01,Work From Home,8
936836,13070,2025-08-01,Present,8
936837,13070,2025-09-01,Present,8
936838,13070,2025-10-01,Present,8
936839,13070,2025-11-01,Present,8
936840,13070,2025-12-01,Present,8
936841,13071,2025-01-01,Present,8
936842,13071,2025-02-01,Present,8
936843,13071,2025-03-01,Present,8
936844,13071,2025-04-01,Present,8
936845,13071,2025-05-01,Present,8
936846,13071,2025-06-01,Work From Home,8
936847,13071,2025-07-01,Present,8
936848,13071,2025-08-01,Present,8
936849,13071,2025-09-01,Present,8
936850,13071,2025-10-01,Work From Home,8
936851,13071,2025-11-01,Absent,0
936852,13071,2025-12-01,Work From Home,8
936853,13072,2025-01-01,Present,8
936854,13072,2025-02-01,Leave,0
936855,13072,2025-03-01,Present,8
936856,13072,2025-04-01,Work From Home,8
936857,13072,2025-05-01,Present,8
936858,13072,2025-06-01,Present,8
936859,13072,2025-07-01,Present,8
936860,13072,2025-08-01,Leave,0
936861,13072,2025-09-01,Present,8
936862,13072,2025-10-01,Work From Home,8
936863,13072,2025-11-01,Present,8
936864,13072,2025-12-01,Present,8
936865,13073,2025-01-01,Work From Home,8
936866,13073,2025-02-01,Present,8
936867,13073,2025-03-01,Present,8
936868,13073,2025-04-01,Present,8
936869,13073,2025-05-01,Present,8
936870,13073,2025-06-01,Work From Home,8
936871,13073,2025-07-01,Leave,0
936872,13073,2025-08-01,Present,8
936873,13073,2025-09-01,Present,8
936874,13073,2025-10-01,Present,8
936875,13073,2025-11-01,Present,8
936876,13073,2025-12-01,Work From Home,8
936877,13074,2025-01-01,Present,8
936878,13074,2025-02-01,Work From Home,8
936879,13074,2025-03-01,Present,8
936880,13074,2025-04-01,Present,8
936881,13074,2025-05-01,Absent,0
936882,13074,2025-06-01,Leave,0
936883,13074,2025-07-01,Present,8
936884,13074,2025-08-01,Present,8
936885,13074,2025-09-01,Present,8
936886,13074,2025-10-01,Absent,0
936887,13074,2025-11-01,Present,8
936888,13074,2025-12-01,Present,8
936889,13075,2025-01-01,Absent,0
936890,13075,2025-02-01,Present,8
936891,13075,2025-03-01,Work From Home,8
936892,13075,2025-04-01,Work From Home,8
936893,13075,2025-05-01,Present,8
936894,13075,2025-06-01,Leave,0
936895,13075,2025-07-01,Present,8
936896,13075,2025-08-01,Work From Home,8
936897,13075,2025-09-01,Present,8
936898,13075,2025-10-01,Present,8
936899,13075,2025-11-01,Present,8
936900,13075,2025-12-01,Present,8
936901,13076,2025-01-01,Present,8
936902,13076,2025-02-01,Present,8
936903,13076,2025-03-01,Present,8
936904,13076,2025-04-01,Work From Home,8
936905,13076,2025-05-01,Present,8
936906,13076,2025-06-01,Present,8
936907,13076,2025-07-01,Work From Home,8
936908,13076,2025-08-01,Leave,0
936909,13076,2025-09-01,Leave,0
936910,13076,2025-10-01,Present,8
936911,13076,2025-11-01,Leave,0
936912,13076,2025-12-01,Present,8
936913,13077,2025-01-01,Present,8
936914,13077,2025-02-01,Present,8
936915,13077,2025-03-01,Present,8
936916,13077,2025-04-01,Present,8
936917,13077,2025-05-01,Present,8
936918,13077,2025-06-01,Present,8
936919,13077,2025-07-01,Present,8
936920,13077,2025-08-01,Present,8
936921,13077,2025-09-01,Leave,0
936922,13077,2025-10-01,Work From Home,8
936923,13077,2025-11-01,Work From Home,8
936924,13077,2025-12-01,Present,8
936925,13078,2025-01-01,Present,8
936926,13078,2025-02-01,Present,8
936927,13078,2025-03-01,Present,8
936928,13078,2025-04-01,Present,8
936929,13078,2025-05-01,Present,8
936930,13078,2025-06-01,Present,8
936931,13078,2025-07-01,Work From Home,8
936932,13078,2025-08-01,Present,8
936933,13078,2025-09-01,Present,8
936934,13078,2025-10-01,Work From Home,8
936935,13078,2025-11-01,Present,8
936936,13078,2025-12-01,Present,8
936937,13079,2025-01-01,Work From Home,8
936938,13079,2025-02-01,Present,8
936939,13079,2025-03-01,Absent,0
936940,13079,2025-04-01,Present,8
936941,13079,2025-05-01,Present,8
936942,13079,2025-06-01,Work From Home,8
936943,13079,2025-07-01,Present,8
936944,13079,2025-08-01,Present,8
936945,13079,2025-09-01,Present,8
936946,13079,2025-10-01,Present,8
936947,13079,2025-11-01,Leave,0
936948,13079,2025-12-01,Present,8
936949,13080,2025-01-01,Present,8
936950,13080,2025-02-01,Work From Home,8
936951,13080,2025-03-01,Present,8
936952,13080,2025-04-01,Leave,0
936953,13080,2025-05-01,Present,8
936954,13080,2025-06-01,Absent,0
936955,13080,2025-07-01,Present,8
936956,13080,2025-08-01,Work From Home,8
936957,13080,2025-09-01,Present,8
936958,13080,2025-10-01,Present,8
936959,13080,2025-11-01,Present,8
936960,13080,2025-12-01,Work From Home,8
936961,13081,2025-01-01,Leave,0
936962,13081,2025-02-01,Present,8
936963,13081,2025-03-01,Work From Home,8
936964,13081,2025-04-01,Absent,0
936965,13081,2025-05-01,Present,8
936966,13081,2025-06-01,Present,8
936967,13081,2025-07-01,Leave,0
936968,13081,2025-08-01,Leave,0
936969,13081,2025-09-01,Present,8
936970,13081,2025-10-01,Leave,0
936971,13081,2025-11-01,Present,8
936972,13081,2025-12-01,Present,8
936973,13082,2025-01-01,Present,8
936974,13082,2025-02-01,Present,8
936975,13082,2025-03-01,Present,8
936976,13082,2025-04-01,Present,8
936977,13082,2025-05-01,Work From Home,8
936978,13082,2025-06-01,Present,8
936979,13082,2025-07-01,Present,8
936980,13082,2025-08-01,Work From Home,8
936981,13082,2025-09-01,Absent,0
936982,13082,2025-10-01,Leave,0
936983,13082,2025-11-01,Present,8
936984,13082,2025-12-01,Work From Home,8
936985,13083,2025-01-01,Present,8
936986,13083,2025-02-01,Present,8
936987,13083,2025-03-01,Absent,0
936988,13083,2025-04-01,Present,8
936989,13083,2025-05-01,Present,8
936990,13083,2025-06-01,Present,8
936991,13083,2025-07-01,Present,8
936992,13083,2025-08-01,Present,8
936993,13083,2025-09-01,Work From Home,8
936994,13083,2025-10-01,Work From Home,8
936995,13083,2025-11-01,Work From Home,8
936996,13083,2025-12-01,Present,8
936997,13084,2025-01-01,Present,8
936998,13084,2025-02-01,Present,8
936999,13084,2025-03-01,Present,8
937000,13084,2025-04-01,Work From Home,8
937001,13084,2025-05-01,Present,8
937002,13084,2025-06-01,Work From Home,8
937003,13084,2025-07-01,Present,8
937004,13084,2025-08-01,Present,8
937005,13084,2025-09-01,Present,8
937006,13084,2025-10-01,Present,8
937007,13084,2025-11-01,Present,8
937008,13084,2025-12-01,Present,8
937009,13085,2025-01-01,Absent,0
937010,13085,2025-02-01,Work From Home,8
937011,13085,2025-03-01,Present,8
937012,13085,2025-04-01,Present,8
937013,13085,2025-05-01,Present,8
937014,13085,2025-06-01,Present,8
937015,13085,2025-07-01,Present,8
937016,13085,2025-08-01,Present,8
937017,13085,2025-09-01,Present,8
937018,13085,2025-10-01,Present,8
937019,13085,2025-11-01,Present,8
937020,13085,2025-12-01,Present,8
937021,13086,2025-01-01,Leave,0
937022,13086,2025-02-01,Present,8
937023,13086,2025-03-01,Present,8
937024,13086,2025-04-01,Present,8
937025,13086,2025-05-01,Present,8
937026,13086,2025-06-01,Present,8
937027,13086,2025-07-01,Present,8
937028,13086,2025-08-01,Work From Home,8
937029,13086,2025-09-01,Present,8
937030,13086,2025-10-01,Present,8
937031,13086,2025-11-01,Present,8
937032,13086,2025-12-01,Present,8
937033,13087,2025-01-01,Present,8
937034,13087,2025-02-01,Present,8
937035,13087,2025-03-01,Present,8
937036,13087,2025-04-01,Present,8
937037,13087,2025-05-01,Present,8
937038,13087,2025-06-01,Present,8
937039,13087,2025-07-01,Leave,0
937040,13087,2025-08-01,Present,8
937041,13087,2025-09-01,Present,8
937042,13087,2025-10-01,Work From Home,8
937043,13087,2025-11-01,Present,8
937044,13087,2025-12-01,Present,8
937045,13088,2025-01-01,Absent,0
937046,13088,2025-02-01,Present,8
937047,13088,2025-03-01,Present,8
937048,13088,2025-04-01,Present,8
937049,13088,2025-05-01,Leave,0
937050,13088,2025-06-01,Present,8
937051,13088,2025-07-01,Work From Home,8
937052,13088,2025-08-01,Present,8
937053,13088,2025-09-01,Present,8
937054,13088,2025-10-01,Present,8
937055,13088,2025-11-01,Present,8
937056,13088,2025-12-01,Present,8
937057,13089,2025-01-01,Present,8
937058,13089,2025-02-01,Present,8
937059,13089,2025-03-01,Present,8
937060,13089,2025-04-01,Present,8
937061,13089,2025-05-01,Present,8
937062,13089,2025-06-01,Present,8
937063,13089,2025-07-01,Present,8
937064,13089,2025-08-01,Present,8
937065,13089,2025-09-01,Present,8
937066,13089,2025-10-01,Present,8
937067,13089,2025-11-01,Present,8
937068,13089,2025-12-01,Work From Home,8
937069,13090,2025-01-01,Present,8
937070,13090,2025-02-01,Present,8
937071,13090,2025-03-01,Present,8
937072,13090,2025-04-01,Present,8
937073,13090,2025-05-01,Present,8
937074,13090,2025-06-01,Present,8
937075,13090,2025-07-01,Present,8
937076,13090,2025-08-01,Present,8
937077,13090,2025-09-01,Present,8
937078,13090,2025-10-01,Work From Home,8
937079,13090,2025-11-01,Present,8
937080,13090,2025-12-01,Leave,0
937081,13091,2025-01-01,Present,8
937082,13091,2025-02-01,Absent,0
937083,13091,2025-03-01,Present,8
937084,13091,2025-04-01,Present,8
937085,13091,2025-05-01,Present,8
