leave_id,employee_id,leave_type,start_date,leave_days,leave_status
951198,13555,Casual,2025-08-05,1,Pending
951199,12875,Earned,2025-01-18,1,Approved
951200,11592,Earned,2025-10-26,1,Approved
951201,12418,Earned,2025-12-29,2,Approved
951202,14667,Sick,2025-01-15,1,Approved
951203,12255,Earned,2025-11-07,2,Approved
951204,14359,Earned,2025-09-16,2,Approved
951205,13404,Sick,2025-06-14,2,Pending
951206,12044,Earned,2025-03-07,1,Approved
951207,11492,Sick,2025-10-18,3,Approved
951208,12362,Earned,2025-05-22,1,Approved
951209,14294,Sick,2025-10-24,1,Pending
951210,11760,Earned,2025-11-10,4,Approved
951211,14255,Unpaid,2025-01-18,1,Pending
951212,12834,Casual,2025-09-07,1,Rejected
951213,12627,Unpaid,2025-07-27,2,Pending
951214,12009,Casual,2025-05-11,2,Approved
951215,11195,Casual,2025-11-04,1,Approved
951216,14061,Earned,2025-07-03,1,Rejected
951217,14090,Earned,2025-04-12,3,Approved
951218,12476,Sick,2025-09-29,4,Approved
951219,10517,Casual,2025-01-31,1,Approved
951220,13453,Earned,2025-12-22,1,Approved
951221,10494,Casual,2025-04-10,2,Approved
951222,14724,Earned,2025-02-13,2,Rejected
951223,14825,Casual,2025-07-11,2,Pending
951224,11402,Earned,2025-05-17,2,Rejected
951225,11478,Casual,2025-08-08,3,Approved
951226,14301,Earned,2025-08-23,3,Approved
951227,12936,Unpaid,2025-12-29,1,Approved
951228,12646,Earned,2025-12-30,5,Approved
951229,14451,Sick,2025-12-31,1,Approved
951230,14679,Sick,2025-04-17,1,Approved
951231,12727,Sick,2025-12-10,1,Approved
951232,12624,Sick,2025-10-01,1,Approved
951233,10289,Earned,2025-04-11,2,Approved
951234,12143,Sick,2025-09-22,2,Rejected
951235,11824,Sick,2025-08-12,1,Approved
951236,13845,Earned,2025-11-20,2,Approved
951237,14746,Casual,2025-09-11,2,Rejected
951238,12508,Unpaid,2025-06-18,1,Approved
951239,14390,Unpaid,2025-06-26,3,Pending
951240,12557,Casual,2025-06-28,3,Approved
951241,10537,Earned,2025-07-16,1,Approved
951242,13912,Casual,2025-12-14,2,Approved
951243,14117,Sick,2025-02-25,2,Approved
951244,12733,Casual,2025-09-10,5,Approved
951245,13425,Unpaid,2025-11-08,3,Approved
951246,10420,Sick,2025-08-09,3,Approved
951247,11588,Casual,2025-07-14,3,Approved
951248,10702,Earned,2025-06-28,2,Approved
951249,14180,Earned,2025-12-25,1,Rejected
951250,11395,Earned,2025-07-29,1,Approved
951251,13787,Casual,2025-06-14,3,Rejected
951252,11748,Casual,2025-01-06,1,Approved
951253,14697,Earned,2025-12-02,2,Rejected
951254,12928,Earned,2025-03-24,1,Approved
951255,12696,Earned,2025-11-30,1,Approved
951256,14122,Earned,2025-07-05,1,Approved
951257,14420,Earned,2025-01-12,1,Approved
951258,10761,Unpaid,2025-04-07,1,Approved
951259,13510,Casual,2025-02-17,1,Approved
951260,13294,Earned,2025-08-25,5,Rejected
951261,11889,Casual,2025-07-18,1,Approved
951262,14873,Earned,2025-06-05,2,Approved
951263,14521,Earned,2025-08-03,5,Approved
951264,14773,Sick,2025-03-10,2,Pending
951265,11411,Sick,2025-03-04,4,Approved
951266,14921,Earned,2025-06-23,2,Approved
951267,14201,Earned,2025-07-07,1,Pending
951268,13710,Earned,2025-08-26,2,Rejected
951269,12038,Casual,2025-12-30,1,Approved
951270,14513,Earned,2025-11-21,3,Approved
951271,11553,Earned,2025-06-18,1,Pending
951272,14250,Earned,2025-06-23,1,Rejected
951273,10045,Earned,2025-04-14,3,Rejected
951274,12239,Sick,2025-10-09,3,Approved
951275,11178,Earned,2025-04-05,3,Approved
951276,11258,Casual,2025-07-22,1,Approved
951277,11850,Earned,2025-09-08,1,Approved
951278,14720,Earned,2025-09-13,1,Approved
951279,10553,Sick,2025-01-07,1,Approved
951280,11748,Earned,2025-09-09,2,Approved
951281,10369,Casual,2025-03-31,5,Approved
951282,10073,Sick,2025-09-16,4,Approved
951283,14112,Sick,2025-11-18,2,Approved
951284,14472,Sick,2025-08-10,1,Rejected
951285,13633,Unpaid,2025-08-02,2,Pending
951286,11676,Earned,2025-12-25,2,Approved
951287,12513,Sick,2025-08-14,3,Pending
951288,12843,Casual,2025-01-27,5,Approved
951289,14815,Casual,2025-12-31,3,Pending
951290,14585,Sick,2025-09-08,3,Approved
951291,12883,Unpaid,2025-08-29,3,Approved
951292,11680,Sick,2025-05-13,1,Approved
951293,14682,Sick,2025-12-04,1,Approved
951294,14460,Earned,2025-11-15,4,Approved
951295,11734,Casual,2025-08-16,1,Approved
951296,10098,Casual,2025-09-03,4,Approved
951297,12126,Casual,2025-04-22,1,Rejected
951298,10915,Sick,2025-10-05,1,Pending
951299,11531,Unpaid,2025-10-24,1,Approved
951300,12366,Sick,2025-02-23,2,Rejected
951301,14179,Earned,2025-05-30,2,Approved
951302,10194,Earned,2025-08-20,1,Approved
951303,10087,Unpaid,2025-12-21,2,Approved
951304,12616,Earned,2025-09-01,2,Approved
951305,11875,Casual,2025-04-04,1,Approved
951306,12901,Sick,2025-09-27,1,Rejected
951307,14693,Sick,2025-01-14,2,Rejected
951308,13080,Sick,2025-03-06,2,Approved
951309,10502,Sick,2025-08-18,1,Approved
951310,14797,Unpaid,2025-07-08,3,Approved
951311,10677,Casual,2025-06-09,2,Approved
951312,11288,Earned,2025-11-21,5,Pending
951313,10642,Unpaid,2025-02-06,1,Approved
951314,12879,Casual,2025-12-03,2,Approved
951315,12854,Sick,2025-06-10,1,Approved
951316,13063,Sick,2025-05-08,1,Approved
951317,12445,Earned,2025-09-20,4,Approved
951318,13093,Earned,2025-10-14,2,Approved
951319,11567,Casual,2025-08-25,1,Approved
951320,13080,Earned,2025-01-14,2,Approved
951321,10795,Unpaid,2025-07-28,2,Approved
951322,11298,Sick,2025-10-28,3,Approved
951323,12428,Casual,2025-08-04,2,Approved
951324,12960,Casual,2025-05-19,5,Rejected
951325,11291,Sick,2025-06-10,1,Approved
951326,11950,Casual,2025-06-13,2,Approved
951327,12972,Earned,2025-03-14,1,Approved
951328,14609,Earned,2025-08-09,2,Rejected
951329,14726,Earned,2025-08-31,3,Approved
951330,12048,Casual,2025-10-30,2,Approved
951331,13119,Sick,2025-10-26,2,Approved
951332,13926,Casual,2025-10-15,3,Approved
951333,12077,Earned,2025-03-26,3,Approved
951334,12748,Earned,2025-11-10,3,Approved
951335,11379,Sick,2025-06-27,2,Approved
951336,12297,Earned,2025-12-19,2,Approved
951337,12325,Sick,2025-07-15,4,Approved
951338,12314,Casual,2025-10-14,4,Rejected
951339,13411,Sick,2025-05-02,1,Approved
951340,12870,Sick,2025-09-14,1,Approved
951341,12976,Casual,2025-08-21,1,Approved
951342,11301,Earned,2025-12-30,1,Approved
951343,13258,Casual,2025-05-22,1,Approved
951344,14163,Casual,2025-11-14,1,Approved
951345,11605,Earned,2025-05-11,2,Approved
951346,13222,Unpaid,2025-11-30,2,Approved
951347,11042,Unpaid,2025-07-09,1,Approved
951348,12991,Unpaid,2025-02-06,1,Pending
951349,14514,Casual,2025-06-02,3,Approved
951350,13226,Sick,2025-05-09,1,Pending
951351,10882,Casual,2025-10-25,1,Approved
951352,12563,Earned,2025-07-26,4,Pending
951353,10302,Earned,2025-01-30,3,Approved
951354,11063,Casual,2025-05-12,4,Approved
951355,11210,Earned,2025-05-09,3,Approved
951356,14220,Casual,2025-06-17,3,Approved
951357,14957,Casual,2025-10-13,1,Approved
951358,10953,Earned,2025-03-10,3,Approved
951359,11571,Casual,2025-04-22,1,Approved
951360,10266,Earned,2025-12-01,4,Approved
951361,10065,Sick,2025-06-20,2,Approved
951362,13520,Sick,2025-10-26,3,Approved
951363,12693,Casual,2025-05-13,5,Approved
951364,10438,Casual,2025-05-13,4,Approved
951365,13852,Earned,2025-07-08,1,Pending
951366,13114,Sick,2025-08-08,2,Approved
951367,14405,Sick,2025-01-28,1,Approved
951368,11792,Sick,2025-01-12,2,Rejected
951369,11320,Sick,2025-12-19,1,Approved
951370,10659,Casual,2025-04-09,1,Approved
951371,12930,Casual,2025-07-01,2,Approved
951372,11349,Sick,2025-03-28,2,Approved
951373,10214,Sick,2025-07-11,2,Approved
951374,13603,Earned,2025-03-26,1,Approved
951375,14135,Unpaid,2025-02-08,1,Rejected
951376,13372,Casual,2025-08-05,2,Approved
951377,10325,Sick,2025-11-11,4,Approved
951378,11868,Sick,2025-03-22,4,Pending
951379,10574,Casual,2025-02-17,1,Pending
951380,14443,Earned,2025-08-04,2,Approved
951381,14925,Casual,2025-01-07,1,Approved
951382,10737,Earned,2025-03-07,3,Approved
951383,11939,Earned,2025-11-11,4,Approved
951384,14666,Earned,2025-06-04,2,Approved
951385,14308,Casual,2025-07-29,2,Rejected
951386,11033,Unpaid,2025-11-11,5,Approved
951387,10414,Earned,2025-05-14,2,Approved
951388,13859,Unpaid,2025-03-05,3,Approved
951389,11967,Sick,2025-08-14,2,Approved
951390,11380,Earned,2025-11-12,2,Rejected
951391,14160,Casual,2025-12-23,3,Rejected
951392,14282,Earned,2025-01-01,3,Approved
951393,11753,Earned,2025-08-29,2,Approved
951394,12844,Earned,2025-10-03,5,Approved
951395,13070,Earned,2025-12-12,1,Approved
951396,13308,Casual,2025-04-02,1,Approved
951397,13725,Casual,2025-07-31,2,Approved
951398,13087,Casual,2025-01-16,2,Approved
951399,12717,Sick,2025-05-17,4,Approved
951400,10495,Sick,2025-02-02,1,Approved
951401,14441,Casual,2025-07-10,2,Approved
951402,10395,Sick,2025-03-01,1,Approved
951403,14126,Casual,2025-12-12,1,Approved
951404,12304,Sick,2025-01-07,4,Approved
951405,14687,Casual,2025-06-28,2,Approved
951406,14197,Earned,2025-02-27,1,Approved
951407,12753,Earned,2025-05-15,2,Approved
951408,11585,Earned,2025-02-09,2,Approved
951409,13109,Sick,2025-01-28,1,Approved
951410,12051,Earned,2025-10-28,1,Approved
951411,10628,Earned,2025-07-01,5,Approved
951412,13098,Casual,2025-06-13,3,Approved
951413,13350,Sick,2025-03-29,2,Approved
951414,12213,Unpaid,2025-11-25,2,Approved
951415,13159,Casual,2025-07-28,1,Approved
951416,10347,Earned,2025-01-30,3,Approved
951417,10504,Earned,2025-01-31,4,Pending
951418,13604,Earned,2025-07-07,2,Approved
951419,11188,Casual,2025-12-27,1,Approved
951420,11537,Unpaid,2025-05-15,3,Approved
951421,10988,Unpaid,2025-12-04,2,Pending
951422,10628,Sick,2025-02-16,1,Approved
951423,13146,Sick,2025-12-10,1,Approved
951424,14056,Casual,2025-09-20,2,Pending
951425,12682,Sick,2025-08-09,2,Rejected
951426,13348,Unpaid,2025-09-22,2,Approved
951427,13035,Casual,2025-06-17,1,Approved
951428,14093,Sick,2025-05-29,3,Approved
951429,10870,Earned,2025-03-05,1,Approved
951430,10423,Earned,2025-02-26,1,Approved
951431,14082,Earned,2025-09-18,3,Pending
951432,10597,Earned,2025-07-20,3,Pending
951433,12330,Earned,2025-03-16,2,Approved
951434,10457,Earned,2025-11-06,1,Approved
951435,13955,Earned,2025-10-19,1,Approved
951436,13103,Sick,2025-05-02,1,Rejected
951437,13422,Earned,2025-12-21,1,Approved
951438,13264,Casual,2025-05-12,2,Approved
951439,10942,Unpaid,2025-11-09,2,Approved
951440,14932,Sick,2025-10-20,1,Approved
951441,10512,Earned,2025-01-05,2,Approved
951442,14371,Casual,2025-12-28,1,Pending
951443,12541,Earned,2025-07-15,1,Approved
951444,13801,Earned,2025-10-20,1,Approved
951445,11527,Sick,2025-10-30,2,Approved
951446,11121,Unpaid,2025-06-26,3,Approved
951447,10600,Earned,2025-11-22,2,Approved
951448,11357,Casual,2025-11-20,1,Approved
951449,13050,Earned,2025-02-06,3,Approved
951450,12419,Casual,2025-11-19,1,Approved
951451,14617,Earned,2025-02-12,3,Approved
951452,14647,Sick,2025-05-02,1,Rejected
951453,12179,Unpaid,2025-01-29,5,Approved
951454,13532,Sick,2025-03-02,2,Approved
951455,10336,Sick,2025-07-04,1,Pending
951456,12172,Sick,2025-09-08,2,Approved
951457,14797,Sick,2025-04-23,1,Rejected
951458,14213,Casual,2025-09-02,1,Approved
951459,11874,Sick,2025-12-20,1,Approved
951460,11000,Earned,2025-07-24,1,Approved
951461,11786,Earned,2025-07-22,1,Approved
951462,10461,Earned,2025-08-25,2,Approved
951463,14676,Earned,2025-06-05,1,Approved
951464,12051,Casual,2025-05-19,4,Approved
951465,10222,Earned,2025-07-18,1,Approved
951466,12611,Sick,2025-02-03,2,Approved
951467,11370,Unpaid,2025-03-12,1,Approved
951468,10840,Unpaid,2025-06-20,1,Pending
951469,11162,Earned,2025-04-22,2,Approved
951470,10584,Casual,2025-05-17,1,Approved
951471,10305,Sick,2025-07-17,1,Pending
951472,12520,Earned,2025-09-05,3,Approved
951473,14225,Sick,2025-09-19,2,Approved
951474,14665,Earned,2025-03-23,1,Approved
951475,11732,Unpaid,2025-08-01,1,Pending
951476,13258,Sick,2025-08-16,1,Rejected
951477,11615,Earned,2025-05-16,1,Approved
951478,14592,Sick,2025-03-01,3,Approved
951479,14420,Earned,2025-09-13,1,Approved
951480,11330,Earned,2025-12-01,2,Approved
951481,11857,Earned,2025-02-25,1,Approved
951482,13999,Casual,2025-09-18,1,Approved
951483,12458,Casual,2025-05-25,3,Approved
951484,11527,Casual,2025-08-10,2,Approved
951485,12765,Sick,2025-12-20,1,Approved
951486,13348,Casual,2025-05-12,3,Pending
951487,14933,Casual,2025-12-30,1,Pending
951488,14126,Casual,2025-09-18,1,Approved
951489,14911,Casual,2025-08-18,1,Rejected
951490,14668,Sick,2025-05-18,4,Approved
951491,14874,Earned,2025-11-27,3,Approved
951492,10965,Casual,2025-06-13,1,Approved
951493,12580,Casual,2025-01-18,3,Approved
951494,12261,Casual,2025-02-04,1,Approved
951495,11037,Earned,2025-11-24,1,Approved
951496,10919,Sick,2025-11-02,2,Approved
951497,13628,Casual,2025-03-12,1,Pending
951498,14465,Unpaid,2025-03-14,2,Pending
951499,11553,Casual,2025-08-02,2,Approved
951500,12446,Sick,2025-01-15,3,Pending
951501,12248,Sick,2025-04-24,1,Rejected
951502,14663,Sick,2025-08-09,2,Approved
951503,14245,Unpaid,2025-10-28,1,Approved
951504,14800,Sick,2025-03-17,1,Approved
951505,11761,Sick,2025-05-12,3,Approved
951506,11912,Sick,2025-03-27,3,Approved
951507,13806,Earned,2025-04-24,1,Approved
951508,13686,Sick,2025-10-19,1,Approved
951509,13222,Unpaid,2025-09-04,2,Approved
951510,14486,Casual,2025-05-14,1,Approved
951511,10971,Unpaid,2025-03-27,1,Approved
951512,11578,Earned,2025-09-03,1,Approved
951513,11356,Earned,2025-07-18,2,Pending
951514,14551,Earned,2025-09-08,1,Approved
951515,13866,Earned,2025-01-11,2,Approved
951516,14976,Casual,2025-12-09,2,Approved
951517,12424,Casual,2025-02-13,2,Approved
951518,11940,Earned,2025-09-19,1,Approved
951519,11233,Unpaid,2025-09-09,1,Approved
951520,11916,Earned,2025-08-07,3,Approved
951521,11362,Sick,2025-08-01,1,Pending
951522,11332,Earned,2025-06-11,1,Approved
951523,14526,Casual,2025-06-12,3,Pending
951524,11623,Sick,2025-08-21,2,Approved
951525,12189,Unpaid,2025-12-18,2,Approved
951526,14770,Earned,2025-09-12,2,Approved
951527,14739,Sick,2025-08-16,2,Approved
951528,14891,Earned,2025-02-02,1,Rejected
951529,12539,Casual,2025-12-12,2,Approved
951530,12049,Earned,2025-11-16,1,Approved
951531,14176,Earned,2025-07-18,1,Approved
951532,11735,Earned,2025-03-11,1,Approved
951533,12790,Earned,2025-03-24,3,Approved
951534,14746,Sick,2025-05-20,1,Approved
951535,11936,Casual,2025-09-18,4,Approved
951536,10679,Unpaid,2025-08-10,1,Approved
951537,14311,Casual,2025-04-18,3,Approved
951538,11725,Casual,2025-04-25,1,Approved
951539,11095,Sick,2025-11-30,3,Approved
951540,10945,Sick,2025-01-24,3,Approved
951541,13469,Earned,2025-06-02,1,Pending
951542,14138,Sick,2025-05-19,2,Approved
951543,10575,Casual,2025-12-15,1,Approved
951544,12281,Sick,2025-05-12,3,Pending
951545,14070,Sick,2025-08-15,4,Rejected
951546,11757,Sick,2025-07-26,1,Approved
951547,11793,Sick,2025-09-27,2,Approved
951548,12324,Earned,2025-01-05,2,Rejected
951549,11154,Casual,2025-11-01,3,Approved
951550,11610,Casual,2025-12-27,1,Rejected
951551,11755,Sick,2025-07-29,4,Approved
951552,12522,Sick,2025-06-10,3,Approved
951553,13975,Earned,2025-10-09,3,Approved
951554,14987,Sick,2025-06-05,1,Approved
951555,10920,Casual,2025-08-14,2,Approved
951556,13161,Earned,2025-03-11,2,Approved
951557,11390,Sick,2025-11-11,1,Rejected
951558,10502,Unpaid,2025-07-30,2,Pending
951559,13601,Earned,2025-08-20,1,Approved
951560,11881,Unpaid,2025-05-03,3,Pending
951561,13870,Casual,2025-08-07,2,Approved
951562,11161,Sick,2025-11-21,1,Approved
951563,10209,Earned,2025-06-05,1,Approved
951564,14028,Earned,2025-05-27,1,Rejected
951565,14748,Sick,2025-05-11,1,Approved
951566,14481,Casual,2025-05-14,5,Approved
951567,11219,Earned,2025-10-15,1,Pending
951568,10988,Sick,2025-06-26,1,Approved
951569,14434,Sick,2025-08-05,3,Approved
951570,12840,Earned,2025-07-01,1,Approved
951571,10082,Casual,2025-08-05,1,Approved
951572,12483,Casual,2025-12-17,4,Approved
951573,13194,Casual,2025-12-26,2,Approved
951574,14868,Earned,2025-06-18,1,Approved
951575,12234,Casual,2025-06-29,1,Approved
951576,11778,Sick,2025-04-14,1,Rejected
951577,11888,Earned,2025-03-18,2,Rejected
951578,13736,Casual,2025-11-28,1,Approved
951579,10349,Sick,2025-08-03,1,Approved
951580,10848,Earned,2025-01-18,2,Pending
951581,13593,Earned,2025-02-05,1,Approved
951582,11845,Casual,2025-02-13,2,Approved
951583,10230,Sick,2025-02-05,4,Pending
951584,13030,Earned,2025-03-16,3,Approved
951585,11450,Sick,2025-03-19,1,Approved
951586,14550,Sick,2025-10-12,2,Pending
951587,12236,Earned,2025-07-21,1,Approved
951588,10498,Casual,2025-04-19,2,Approved
951589,14817,Sick,2025-07-20,4,Rejected
951590,12750,Unpaid,2025-04-10,2,Approved
951591,14526,Earned,2025-01-10,1,Approved
951592,14065,Casual,2025-06-21,3,Approved
951593,10869,Earned,2025-08-26,3,Approved
951594,14317,Casual,2025-04-25,1,Rejected
951595,12923,Earned,2025-03-14,2,Rejected
951596,13997,Earned,2025-03-06,4,Approved
951597,14217,Earned,2025-07-21,4,Approved
951598,10928,Casual,2025-11-17,5,Approved
951599,13056,Unpaid,2025-09-02,2,Approved
951600,11058,Earned,2025-07-18,5,Approved
951601,12177,Sick,2025-11-06,1,Approved
951602,10538,Sick,2025-09-14,1,Approved
951603,13686,Earned,2025-07-30,2,Approved
951604,12983,Unpaid,2025-07-27,1,Pending
951605,12878,Unpaid,2025-06-25,1,Approved
951606,10318,Earned,2025-03-19,1,Approved
951607,14396,Sick,2025-04-06,1,Approved
951608,11171,Casual,2025-01-28,3,Approved
951609,13372,Sick,2025-07-06,4,Approved
951610,13735,Casual,2025-10-16,4,Rejected
951611,13021,Earned,2025-04-23,1,Approved
951612,13113,Sick,2025-07-20,3,Approved
951613,14038,Sick,2025-05-11,1,Approved
951614,12017,Casual,2025-06-17,2,Pending
951615,10200,Casual,2025-01-30,3,Approved
951616,10715,Earned,2025-09-22,1,Approved
951617,11346,Sick,2025-10-06,1,Approved
951618,13035,Unpaid,2025-12-21,2,Approved
951619,12071,Casual,2025-01-13,1,Approved
951620,10658,Unpaid,2025-07-22,3,Approved
951621,12179,Earned,2025-12-09,1,Approved
951622,12604,Earned,2025-09-27,4,Approved
951623,13077,Unpaid,2025-07-31,4,Approved
951624,13816,Casual,2025-09-16,1,Pending
951625,13115,Earned,2025-09-22,3,Pending
951626,11337,Earned,2025-11-15,1,Rejected
951627,10605,Earned,2025-02-23,4,Pending
951628,10247,Earned,2025-01-13,3,Approved
951629,11144,Casual,2025-07-15,2,Approved
951630,11776,Casual,2025-11-03,1,Approved
951631,11345,Sick,2025-04-11,1,Pending
951632,14047,Casual,2025-10-31,3,Rejected
951633,14853,Unpaid,2025-01-28,3,Approved
951634,11003,Sick,2025-08-07,2,Approved
951635,10112,Earned,2025-04-07,1,Approved
951636,11174,Sick,2025-03-16,1,Approved
951637,14896,Casual,2025-08-16,1,Approved
951638,13186,Earned,2025-03-31,1,Approved
951639,11362,Sick,2025-08-27,1,Approved
951640,11585,Earned,2025-12-10,1,Approved
951641,11881,Earned,2025-11-17,3,Rejected
951642,10909,Earned,2025-09-26,1,Rejected
951643,11444,Casual,2025-03-08,5,Approved
951644,10767,Earned,2025-01-14,1,Approved
951645,14392,Casual,2025-03-20,3,Approved
951646,14453,Earned,2025-10-22,1,Pending
951647,10225,Casual,2025-11-01,1,Approved
951648,12401,Sick,2025-06-14,1,Approved
951649,14028,Earned,2025-02-04,2,Approved
951650,10396,Casual,2025-02-13,3,Approved
951651,14145,Unpaid,2025-02-13,1,Approved
951652,13772,Unpaid,2025-09-16,1,Pending
951653,11317,Sick,2025-07-23,2,Approved
951654,12487,Earned,2025-11-27,1,Approved
951655,14134,Casual,2025-07-29,2,Pending
951656,11439,Casual,2025-10-20,1,Approved
951657,14508,Earned,2025-04-30,1,Pending
951658,10648,Sick,2025-05-13,5,Rejected
951659,11379,Earned,2025-05-04,3,Approved
951660,12835,Unpaid,2025-07-09,1,Approved
951661,12590,Unpaid,2025-06-08,2,Approved
951662,10863,Earned,2025-03-30,3,Approved
951663,10271,Sick,2025-08-01,5,Approved
951664,13285,Earned,2025-07-03,2,Approved
951665,11680,Earned,2025-10-07,4,Approved
951666,11454,Earned,2025-01-02,2,Approved
951667,14610,Earned,2025-03-15,1,Approved
951668,13800,Earned,2025-06-17,3,Approved
951669,11516,Sick,2025-03-25,3,Pending
951670,12784,Earned,2025-08-15,1,Approved
951671,14341,Earned,2025-07-29,4,Approved
951672,13762,Earned,2025-07-23,1,Approved
951673,13389,Casual,2025-01-22,2,Approved
951674,14339,Casual,2025-05-20,3,Approved
951675,14625,Sick,2025-10-14,1,Approved
951676,11027,Earned,2025-05-05,1,Approved
951677,14816,Unpaid,2025-08-16,4,Pending
951678,11224,Earned,2025-04-21,2,Pending
951679,12216,Sick,2025-08-11,1,Approved
951680,14704,Sick,2025-12-12,1,Approved
951681,13425,Sick,2025-06-18,1,Approved
951682,11396,Sick,2025-05-03,1,Rejected
951683,10844,Casual,2025-08-21,2,Approved
951684,11378,Casual,2025-09-14,2,Approved
951685,10412,Earned,2025-04-04,4,Approved
951686,12321,Sick,2025-08-02,1,Approved
951687,14553,Sick,2025-11-16,1,Pending
951688,10176,Earned,2025-02-20,2,Approved
951689,10997,Sick,2025-01-28,2,Pending
951690,12692,Casual,2025-07-14,2,Approved
951691,14293,Sick,2025-09-24,1,Approved
951692,10310,Sick,2025-01-19,1,Approved
951693,14605,Earned,2025-05-12,2,Approved
951694,14186,Casual,2025-10-24,1,Approved
951695,13334,Earned,2025-06-17,2,Approved
951696,14229,Casual,2025-07-10,2,Rejected
951697,12401,Earned,2025-03-17,2,Rejected
951698,13200,Casual,2025-06-06,1,Rejected
951699,12856,Unpaid,2025-10-18,1,Approved
951700,12579,Sick,2025-02-26,2,Approved
951701,12846,Sick,2025-09-11,2,Approved
951702,11206,Sick,2025-02-13,2,Approved
951703,11370,Earned,2025-06-26,2,Approved
951704,13685,Casual,2025-07-10,1,Approved
951705,11700,Casual,2025-02-04,1,Approved
951706,12121,Earned,2025-12-05,1,Approved
951707,12256,Unpaid,2025-12-30,4,Pending
951708,14909,Casual,2025-04-07,4,Approved
951709,12196,Earned,2025-02-11,1,Pending
951710,11653,Unpaid,2025-03-01,1,Approved
951711,11236,Casual,2025-11-05,2,Approved
951712,10970,Sick,2025-10-03,2,Approved
951713,11233,Earned,2025-08-09,2,Approved
951714,14621,Earned,2025-09-12,3,Rejected
951715,11385,Earned,2025-01-23,1,Rejected
951716,13034,Earned,2025-04-20,4,Pending
951717,10736,Casual,2025-05-03,3,Approved
951718,11240,Casual,2025-12-07,1,Pending
951719,11525,Casual,2025-01-21,1,Pending
951720,13429,Sick,2025-11-25,2,Approved
951721,10415,Sick,2025-11-03,2,Approved
951722,14652,Casual,2025-02-15,4,Approved
951723,12653,Unpaid,2025-09-17,1,Approved
951724,12705,Casual,2025-09-16,2,Approved
951725,12857,Earned,2025-12-24,3,Approved
951726,14917,Earned,2025-06-22,1,Approved
951727,13992,Sick,2025-05-13,2,Approved
951728,12482,Sick,2025-05-31,1,Approved
951729,11725,Unpaid,2025-12-25,3,Approved
951730,11905,Casual,2025-08-14,1,Approved
951731,12775,Casual,2025-03-20,5,Approved
951732,12777,Casual,2025-11-03,1,Approved
951733,14936,Earned,2025-01-03,1,Approved
951734,14883,Casual,2025-02-10,1,Approved
951735,13862,Sick,2025-04-18,5,Approved
951736,13383,Casual,2025-12-20,1,Approved
951737,13124,Unpaid,2025-08-21,1,Approved
951738,11578,Earned,2025-01-11,1,Approved
951739,12784,Earned,2025-02-21,1,Approved
951740,12502,Unpaid,2025-08-06,5,Approved
951741,10894,Casual,2025-01-29,3,Approved
951742,13936,Casual,2025-07-25,1,Approved
951743,13264,Earned,2025-04-30,2,Approved
951744,12428,Casual,2025-05-27,1,Approved
951745,10045,Earned,2025-02-27,2,Approved
951746,12822,Earned,2025-10-22,3,Pending
951747,11524,Sick,2025-09-20,4,Approved
951748,10392,Earned,2025-05-07,1,Pending
951749,11374,Casual,2025-05-12,1,Approved
951750,10204,Sick,2025-09-02,1,Approved
951751,13974,Earned,2025-07-06,2,Approved
951752,14802,Sick,2025-09-14,1,Approved
951753,12701,Earned,2025-07-27,1,Approved
951754,13851,Earned,2025-12-10,2,Approved
951755,12253,Sick,2025-12-11,2,Approved
951756,12278,Casual,2025-06-28,1,Approved
951757,11348,Sick,2025-09-01,5,Pending
951758,14424,Casual,2025-08-25,2,Rejected
951759,12979,Sick,2025-11-17,3,Approved
951760,13550,Sick,2025-08-02,1,Approved
951761,12848,Casual,2025-10-26,2,Approved
951762,10601,Earned,2025-03-27,1,Approved
951763,14640,Casual,2025-11-09,1,Approved
951764,11276,Unpaid,2025-10-04,2,Approved
951765,12911,Unpaid,2025-12-25,1,Approved
951766,10012,Unpaid,2025-08-13,2,Approved
951767,14037,Earned,2025-12-30,1,Approved
951768,10266,Casual,2025-06-02,1,Approved
951769,10675,Unpaid,2025-08-11,3,Approved
951770,10163,Casual,2025-01-30,2,Pending
951771,12238,Earned,2025-09-12,2,Approved
951772,10338,Casual,2025-08-25,5,Pending
951773,14188,Earned,2025-03-14,2,Approved
951774,10550,Sick,2025-10-07,1,Approved
951775,13794,Casual,2025-01-12,1,Approved
951776,10815,Casual,2025-11-29,2,Pending
951777,13760,Earned,2025-06-07,1,Approved
951778,14610,Casual,2025-05-06,1,Approved
951779,11205,Earned,2025-12-19,2,Approved
951780,11511,Unpaid,2025-11-14,3,Approved
951781,10271,Sick,2025-01-24,4,Approved
951782,11592,Casual,2025-03-20,2,Approved
951783,13186,Casual,2025-05-24,2,Rejected
951784,14791,Casual,2025-10-03,2,Approved
951785,12084,Sick,2025-03-24,1,Approved
951786,12328,Earned,2025-06-22,2,Approved
951787,13027,Earned,2025-08-29,1,Approved
951788,11085,Earned,2025-11-11,3,Approved
951789,11725,Sick,2025-05-27,1,Approved
951790,14795,Earned,2025-01-25,1,Approved
951791,13975,Earned,2025-02-19,1,Approved
951792,11483,Casual,2025-09-11,2,Approved
951793,10119,Sick,2025-06-07,3,Approved
951794,11540,Casual,2025-11-25,2,Approved
951795,14430,Sick,2025-02-18,4,Approved
951796,10632,Unpaid,2025-07-21,1,Approved
